id,cdocente,ccurso,prioridad,sw_cambio,curso_id,user_id,created_at,updated_at
624,"001909","100162",13,F,51,25,10/04/2016 01:00:55,10/04/2016 01:00:55
625,"001909","100090",18,F,49,25,10/04/2016 01:00:55,10/04/2016 01:00:55
626,"001909","100206",15,F,844,25,10/04/2016 01:00:55,10/04/2016 01:00:55
627,"001960","120008",9,F,1101,40,10/04/2016 01:00:55,10/04/2016 01:00:55
628,"000812","100204",8,F,849,61,10/04/2016 01:00:55,10/04/2016 01:00:55
629,"001008","100196",4,F,264,95,10/04/2016 01:00:55,10/04/2016 01:00:55
630,"001008","100195",7,F,142,95,10/04/2016 01:00:55,10/04/2016 01:00:55
631,"000760","140051",11,F,526,2,10/04/2016 01:00:55,10/04/2016 01:00:55
632,"000760","140067",12,F,39,2,10/04/2016 01:00:55,10/04/2016 01:00:55
633,"000760","140036",5,F,614,2,10/04/2016 01:00:55,10/04/2016 01:00:55
634,"000760","100160",11,F,1238,2,10/04/2016 01:00:55,10/04/2016 01:00:55
635,"000760","140003",4,F,535,2,10/04/2016 01:00:55,10/04/2016 01:00:55
636,"000760","110052",2,F,719,2,10/04/2016 01:00:55,10/04/2016 01:00:55
637,"000760","140064",3,F,1277,2,10/04/2016 01:00:55,10/04/2016 01:00:55
638,"000760","110047",6,F,310,2,10/04/2016 01:00:55,10/04/2016 01:00:55
