id,cdocente,ccurso,prioridad,sw_cambio,curso_id,user_id,created_at,updated_at
242,"001262","100184",8,F,271,110,08/10/2016 12:19:49,08/10/2016 12:19:49
243,"001262","110070",6,F,289,110,08/10/2016 12:19:49,08/10/2016 12:19:49
244,"001262","100048",1,F,283,110,08/10/2016 12:19:49,08/10/2016 12:19:49
245,"000244","100048",2,F,283,108,08/10/2016 12:19:49,08/10/2016 12:19:49
246,"000372","100048",3,F,283,102,08/10/2016 12:19:49,08/10/2016 12:19:49
247,"000593","100048",5,F,283,57,08/10/2016 12:19:49,08/10/2016 12:19:49
248,"000743","100048",7,F,283,19,08/10/2016 12:19:49,08/10/2016 12:19:49
249,"000452","100048",8,F,283,26,08/10/2016 12:19:49,08/10/2016 12:19:49
250,"000772","100048",11,F,283,93,08/10/2016 12:19:49,08/10/2016 12:19:49
251,"000731","100048",12,F,283,1,08/10/2016 12:19:49,08/10/2016 12:19:49
252,"001422","100048",14,F,283,101,08/10/2016 12:19:49,08/10/2016 12:19:49
253,"000152","110029",3,F,272,8,08/10/2016 12:19:49,08/10/2016 12:19:49
254,"000372","110069",1,F,281,102,08/10/2016 12:19:49,08/10/2016 12:19:49
255,"001262","110069",2,F,281,110,08/10/2016 12:19:49,08/10/2016 12:19:49
256,"000743","110069",4,F,281,19,08/10/2016 12:19:49,08/10/2016 12:19:49
257,"000593","110069",7,F,281,57,08/10/2016 12:19:49,08/10/2016 12:19:49
258,"000193","110069",8,F,281,73,08/10/2016 12:19:49,08/10/2016 12:19:49
259,"000244","110069",10,F,281,108,08/10/2016 12:19:49,08/10/2016 12:19:49
260,"000989","110069",14,F,281,65,08/10/2016 12:19:49,08/10/2016 12:19:49
261,"001422","110069",15,F,281,101,08/10/2016 12:19:49,08/10/2016 12:19:49
262,"001262","100185",13,F,288,110,08/10/2016 12:19:49,08/10/2016 12:19:49
263,"000398","110075",1,F,1752,119,08/10/2016 12:19:49,08/10/2016 12:19:49
264,"000333","240001",14,F,88,67,08/10/2016 12:19:49,08/10/2016 12:19:49
265,"001173","100194",7,F,75,68,08/10/2016 12:19:49,08/10/2016 12:19:49
266,"001173","110071",7,F,963,68,08/10/2016 12:19:49,08/10/2016 12:19:49
267,"001173","110070",7,F,289,68,08/10/2016 12:19:49,08/10/2016 12:19:49
268,"001173","110074",10,F,1451,68,08/10/2016 12:19:49,08/10/2016 12:19:49
269,"000958","100186",2,F,307,85,08/10/2016 12:19:49,08/10/2016 12:19:49
270,"000244","100186",3,F,307,108,08/10/2016 12:19:49,08/10/2016 12:19:49
271,"001262","100186",4,F,307,110,08/10/2016 12:19:49,08/10/2016 12:19:49
272,"001421","100167",1,F,1832,60,08/10/2016 12:19:49,08/10/2016 12:19:49
273,"000593","100167",2,F,1832,57,08/10/2016 12:19:49,08/10/2016 12:19:49
274,"001305","110060",6,F,962,6,08/10/2016 12:19:49,08/10/2016 12:19:49
275,"000566","240022",8,F,1272,7,08/10/2016 12:19:49,08/10/2016 12:19:49
276,"000285","140069",1,F,926,88,08/10/2016 12:19:49,08/10/2016 12:19:49
277,"000285","140003",2,F,535,88,08/10/2016 12:19:49,08/10/2016 12:19:49
278,"000285","100160",7,F,1238,88,08/10/2016 12:19:49,08/10/2016 12:19:49
279,"000285","140075",1,F,888,88,08/10/2016 12:19:49,08/10/2016 12:19:49
280,"000285","140071",1,F,533,88,08/10/2016 12:19:49,08/10/2016 12:19:49
281,"000285","140006",1,F,1233,88,08/10/2016 12:19:49,08/10/2016 12:19:49
282,"000285","140020",3,F,536,88,08/10/2016 12:19:49,08/10/2016 12:19:49
283,"000285","110075",2,F,1752,88,08/10/2016 12:19:49,08/10/2016 12:19:49
284,"001304","140076",4,F,524,114,08/10/2016 12:19:49,08/10/2016 12:19:49
285,"000285","140074",2,F,521,88,08/10/2016 12:19:49,08/10/2016 12:19:49
286,"000201","100201",9,F,1754,106,08/10/2016 12:19:49,08/10/2016 12:19:49
287,"001173","100185",14,F,288,68,08/10/2016 12:19:49,08/10/2016 12:19:49
288,"001305","100193",5,F,293,6,08/10/2016 12:19:49,08/10/2016 12:19:49
289,"000743","110074",11,F,1451,19,08/10/2016 12:19:49,08/10/2016 12:19:49
290,"000510","100125",1,F,45,74,08/10/2016 12:19:49,08/10/2016 12:19:49
291,"000500","110064",2,F,152,103,08/10/2016 12:19:49,08/10/2016 12:19:49
292,"001387","100210",1,F,512,113,08/10/2016 12:19:49,08/10/2016 12:19:49
293,"001387","100130",2,F,511,113,08/10/2016 12:19:49,08/10/2016 12:19:49
294,"001387","100043",2,F,786,113,08/10/2016 12:19:49,08/10/2016 12:19:49
295,"001387","100174",5,F,1262,113,08/10/2016 12:19:49,08/10/2016 12:19:49
296,"001387","100072",2,F,1261,113,08/10/2016 12:19:49,08/10/2016 12:19:49
297,"001387","100164",2,F,1106,113,08/10/2016 12:19:49,08/10/2016 12:19:49
298,"000743","100201",10,F,1754,19,08/10/2016 12:19:49,08/10/2016 12:19:49
299,"000285","100201",11,F,1754,88,08/10/2016 12:19:49,08/10/2016 12:19:49
300,"000474","100198",6,F,1450,56,08/10/2016 12:19:49,08/10/2016 12:19:49
301,"000006","240021",1,F,1271,52,08/10/2016 12:19:49,08/10/2016 12:19:49
302,"000730","240021",2,F,1271,91,08/10/2016 12:19:49,08/10/2016 12:19:49
303,"000566","240021",3,F,1271,7,08/10/2016 12:19:49,08/10/2016 12:19:49
304,"000808","240021",4,F,1271,54,08/10/2016 12:19:49,08/10/2016 12:19:49
305,"001387","132053",7,F,1254,113,08/10/2016 12:19:49,08/10/2016 12:19:49
306,"000333","240022",9,F,1272,67,08/10/2016 12:19:49,08/10/2016 12:19:49
307,"000661","110016",6,F,471,50,08/10/2016 12:19:49,08/10/2016 12:19:49
308,"000989","100048",16,F,283,65,08/10/2016 12:19:49,08/10/2016 12:19:49
